title,year,rating,directors,actors,genres
tt0057879,1964,7.1,nm0003593,"nm0000060,nm0000063,nm0001725,nm0670964","Drama,War"
tt0043955,1951,6.8,"nm0002072,nm0188669,nm0712947,nm0865285,nm0307819","nm0000053,nm0752813,nm0848251","Crime,Drama"
tt0051496,1958,6.8,nm0202681,"nm0001229,nm0000493,nm0002046",Western
tt0057254,1963,7.0,nm0001379,"nm0000018,nm0000053,nm0000348,nm0000044",Mystery
tt0054756,1961,5.9,nm0001466,"nm0001983,nm0545352,nm0760701","Adventure,Drama,History"
tt0054757,1961,6.9,"nm0000078,nm0002031","nm0000078,nm0926183,nm0675490","Action,Adventure,Romance"
tt0097322,1989,6.8,nm0460141,"nm0000313,nm0000977","Drama,Music,Romance"
tt0057277,1963,8.3,nm0006249,"nm0154110,nm0154127",Drama
tt0050327,1957,6.3,nm0910199,"nm0001229,nm0391096","Adventure,Comedy,Romance"
tt1430131,2010,5.4,nm2576051,"nm0773884,nm2791615,nm0036553",Drama
tt0111237,1994,5.2,nm0734319,"nm0000172,nm0000063,nm0217716","Comedy,Drama"
tt0049955,1956,6.9,nm0395105,"nm0000063,nm0291821,nm0732717","Crime,Drama"
tt0099703,1990,7.0,nm0001241,"nm0000131,nm0613197","Crime,Drama,Thriller"
tt0036275,1943,6.8,nm0851537,"nm0001336,nm0137999","Comedy,Romance"
tt0060619,1966,4.5,nm0008030,"nm0004702,nm0744326,nm0002369",Comedy
tt0080516,1980,7.3,nm0575389,"nm0001715,nm0002048",Horror
tt0121766,2005,7.6,nm0000184,"nm0159789,nm0000191,nm0000168","Action,Adventure,Fantasy"
tt0121765,2002,6.6,nm0000184,"nm0159789,nm0000191,nm0000489","Action,Adventure,Fantasy"
tt0057935,1964,8.2,nm0006249,"nm0154164,nm0611561,nm0315929","Drama,Romance"
tt0053306,1959,7.5,nm0937830,"nm0296260,nm0458738,nm0670658","Drama,War"
tt0061169,1966,5.6,nm0819806,"nm0444476,nm0002046,nm0179819",Western
tt0199290,2000,4.5,nm0690770,"nm0393655,nm0522324,nm0246985",Comedy
tt0116828,1996,5.4,nm0548533,"nm0000454,nm0000514,nm0000662","Comedy,Crime,Drama"
tt0039082,1946,6.5,nm0319574,"nm0566948,nm0002046,nm0876211","Romance,Western"
tt0485851,2007,6.9,nm0497528,"nm0000409,nm0000412,nm0000102","Crime,Drama,Thriller"
tt0049063,1956,5.9,nm0092330,"nm0107914,nm0041681","Comedy,Romance"
tt0059012,1965,7.9,nm0000080,"nm0000080,nm0000024","Comedy,Drama,History"
tt0058947,1965,6.8,nm0002175,"nm0000020,nm0001727,nm0752813,nm0000763","Drama,History,War"
tt0082816,1981,6.1,nm0561813,"nm0000598,nm0000434","Drama,Music"
tt0078047,1978,5.4,nm0747849,"nm0415016,nm0000598,nm0906309",Drama
tt1231587,2010,6.4,nm0684336,"nm0000131,nm1117791,nm0732497,nm0241173","Comedy,Sci-Fi"
tt0171410,1999,6.9,nm0000824,"nm0000131,nm0000422,nm0428618","Drama,Western"
tt0033667,1941,6.5,nm0833965,"nm0001229,nm0749476","Comedy,Music,Western"
tt0028850,1937,6.9,nm0782707,"nm0000859,nm0511599,nm0001682",Comedy
tt0434215,2006,6.2,nm1555287,"nm0005210,nm0477127","Adventure,Drama,Family"
tt0075213,1976,7.7,nm0796923,"nm0000078,nm0000165,nm0000071","Drama,Romance,Western"
tt0035942,1943,7.0,"nm0000923,nm0851537","nm0001682,nm0833645,nm0834396","Comedy,Romance"
tt0081537,1980,6.7,nm0835799,"nm0000800,nm0001260,nm0001800",Drama
tt0091584,1986,6.0,nm0423589,nm0000362,"Animation,Family,Fantasy"
tt7312940,2017,4.0,nm4134911,"nm5518392,nm0000131,nm0034492","Action,Adventure,Drama"
tt0159293,2000,4.0,nm0440799,"nm0541509,nm0004821,nm0001768","Drama,Sport"
tt0109568,1994,5.2,nm0505420,"nm0001136,nm0000461,nm0193554,nm0183460",Western
tt0048603,1955,6.2,nm0916271,"nm0250724,nm0000063,nm0719692,nm0001374","Adventure,History"
tt0044863,1952,6.7,"nm0903049,nm0712947","nm0000053,nm0000904,nm0327089","Adventure,Crime,Drama"
tt0044860,1952,7.5,"nm0663577,nm0712947","nm0000053,nm0447913,nm0402277","Action,Drama,Sport"
tt0044357,1953,7.3,nm0695937,"nm0000053,nm0003339","Crime,Drama"
tt0035360,1942,7.2,nm0188669,"nm0000061,nm0001695","Adventure,Drama,Romance"
tt0337610,2005,4.8,nm0410139,"nm0000800,nm0547578,nm0214860,nm0870199","Crime,Drama,Thriller"
tt0099291,1990,6.7,nm0000570,"nm0000598,nm0793634","Drama,Romance,War"
tt1649780,2011,5.9,nm0000915,nm1822659,"Comedy,Drama,Music"
tt0064819,1969,6.8,nm0384335,"nm0002046,nm0202501,nm0354085","Action,Drama,Sport"
tt0028653,1937,5.7,nm0059106,"nm0000078,nm0113902,nm0666273","Romance,Western"
tt0449573,2007,7.9,nm0625904,"nm0000800,nm0255373,nm0890495","Comedy,Drama,War"
tt1480295,2013,5.4,nm0425756,"nm0000134,nm0000237,nm0893257","Action,Drama,Thriller"
tt0053729,1960,7.1,nm0091430,"nm0112203,nm0000068,nm0015391,nm0392945,nm0751802","Drama,Western"
tt0297884,2002,7.4,nm0001331,"nm0000598,nm0371660",Drama
tt0144688,1999,5.6,nm0656889,"nm0032962,nm0000616",Drama
tt0035016,1942,6.9,nm0485943,"nm0000020,nm0000747,nm0002143",Comedy
tt2321269,2013,5.8,nm0167396,"nm4666264,nm3199789,nm0001002",Family
tt0042315,1950,6.0,nm0547446,"nm0000068,nm0371025,nm0930103",Western
tt0041663,1949,6.6,"nm0505610,nm0235066","nm0001229,nm0409869","Crime,Drama"
tt0096283,1988,8.2,nm0594503,"nm0847054,nm0411790","Animation,Family,Fantasy"
tt0064379,1969,6.2,nm0447944,"nm0000053,nm0001421,nm0000842,nm0001016","Comedy,Western"
tt0112568,1995,5.1,nm0546153,"nm0004790,nm0621840,nm0724656,nm0001001","Crime,Drama,Romance"
tt0109191,1994,5.4,"nm0289439,nm0415617","nm0758413,nm0000616","Comedy,Drama"
tt3753432,2016,5.8,nm0767339,"nm0000800,nm2454994,nm4109166","Comedy,Crime,Drama"
tt0405325,2005,6.2,nm0593610,"nm0000621,nm0029400","Adventure,Comedy,Family"
tt0081573,1980,6.8,"nm0001149,nm0504513","nm0000432,nm0001659,nm0000885","Action,Adventure,Sci-Fi"
tt0071412,1974,6.2,nm0663577,"nm0000323,nm0000063,nm0000051,nm0740067","Action,Crime,Drama"
tt2199571,2015,6.6,nm1429471,"nm0000553,nm0000438,nm1172478,nm0000352","Action,Crime,Drama"
tt0034242,1941,5.8,nm0368871,"nm0127677,nm0001695,nm0002503","Drama,War"
tt0078952,1979,5.9,nm0601800,"nm0001001,nm0004767","Comedy,Drama,Romance"
tt0050083,1957,8.9,nm0001486,"nm0000020,nm0002011,nm0000842,nm0275835","Crime,Drama"
tt0051398,1958,5.6,nm0001379,"nm0000078,nm0415488,nm0945522","Adventure,Drama,History"
tt0103670,1992,6.8,nm0068385,"nm0000313,nm0000411,nm0102163,nm0786430","Crime,Drama,Romance"
tt0066801,1971,4.8,nm0059633,"nm0876847,nm0785039","Adventure,Family,Fantasy"
tt0063976,1969,5.9,nm0652631,"nm0628611,nm0001682,nm0943978",Drama
tt0265086,2001,7.7,nm0000631,"nm0001326,nm0000191,nm0001744,nm0051509","Drama,History,War"
tt0034739,1942,6.0,nm0758508,"nm0002285,nm0001229,nm0354947","Action,Drama,Romance"
tt0250617,2001,5.9,nm0726472,"nm0034509,nm0001001,nm0599328",Drama
tt0074084,1976,7.7,nm0000934,"nm0000134,nm0000367","Drama,History"
tt5989054,2016,5.9,nm0132414,"nm0000616,nm2574172",Thriller
tt0043131,1950,6.8,nm0268513,"nm0000053,nm0001647","Crime,Thriller"
tt0079103,1979,7.1,nm0000118,"nm0000621,nm0751032,nm0336905","Drama,Music"
tt0040732,1948,6.3,nm0258015,"nm0000068,nm0752813,nm0371025",Western
tt0040730,1948,6.5,nm0507390,"nm0001229,nm0789185,nm0322299","Comedy,Drama"
tt0050954,1957,6.4,"nm0623768,nm0591486","nm0871272,nm0001695,nm0001922",Drama
tt0037325,1944,6.8,nm0802862,"nm0001695,nm0002143","Crime,Drama"
tt0029000,1937,6.8,nm0541149,nm0000068,Western
tt0035369,1942,6.8,nm0258015,"nm0000068,nm0000078","Drama,Western"
tt0028510,1936,6.1,nm0942611,"nm0000078,nm0446593,nm0181825","Comedy,Romance,Western"
tt0027630,1936,7.2,nm0762263,"nm0000001,nm0000068","Comedy,Romance"
tt0082323,1982,5.6,nm0037130,"nm0001682,nm0823541,nm0880314",Adventure
tt0059309,1965,7.3,nm0695937,"nm0000078,nm0000018,nm0874502","Drama,War"
tt0086379,1983,4.8,nm0624102,"nm0000608,nm0000885,nm0001561,nm0829017","Action,Comedy,Romance"
tt0068621,1972,4.0,nm0371080,"nm0698405,nm0447868,nm0572800,nm0227647,nm0112392","Horror,Sci-Fi"
tt0098363,1989,4.5,nm0923571,"nm0918510,nm0001495","Drama,Thriller"
tt5013056,2017,7.9,nm0634240,"nm7887725,nm4422686,nm0753314,nm0362766","Action,Drama,History"
tt0041346,1949,6.7,nm0695937,"nm0001695,nm0338901","Comedy,Romance"
tt0111756,1994,6.7,nm0001410,"nm0000126,nm0000598,nm0000432,nm0028625","Adventure,Crime"
tt0116118,1996,6.4,nm0768249,"nm0001524,nm0000616,nm0566809","Adventure,Drama,Sci-Fi"
tt0109803,1994,6.2,nm0950759,"nm3173607,nm0161275,nm0156890,nm0801507",Action
tt0142250,1996,7.5,nm0945674,nm0851311,"Action,Adventure,Animation"
tt0215785,2000,5.3,nm0614276,"nm0000616,nm0000144,nm0001697","Action,Crime,Drama"
tt0049646,1955,6.7,nm0346436,"nm0002046,nm0912487","Horror,Sci-Fi"
tt0073391,1975,7.6,nm0611531,"nm0000821,nm0006369","Drama,Family"
tt0385267,2004,6.5,nm0919369,"nm0000598,nm0333410","Comedy,Drama,Romance"
tt0409696,2004,7.1,nm0151733,"nm1045684,nm0151733","Comedy,Romance"
tt0250274,2001,6.4,nm0362544,"nm0004820,nm0005245,nm0401018,nm0004740","Comedy,Drama"
tt1212442,2010,4.2,nm0560927,"nm0001092,nm0000800,nm0001744,nm0000310",Action
tt0066301,1970,6.8,nm0001328,"nm0000078,nm0729473,nm0001181","Adventure,Romance,War"
tt0114938,1995,5.9,nm0001353,"nm0000313,nm0000457","Action,Western"
tt0114860,1995,5.1,nm0599624,"nm0570385,nm0001535","Sci-Fi,Thriller"
tt0073605,1975,6.4,nm0675068,"nm0000313,nm0001832,nm0416378","Comedy,Romance,Western"
tt0035689,1943,6.1,"nm0908831,nm0385171","nm0002285,nm0000068,nm0000734","Drama,War"
tt0134833,1952,6.2,nm0462030,"nm0410968,nm0753479","Comedy,Drama"
tt0041178,1949,7.0,nm0796923,"nm0000053,nm0000904,nm0461549","Crime,Romance"
tt0041792,1949,6.4,nm0587277,"nm0000053,nm0129894,nm0791805","Drama,Family,Western"
tt0048789,1954,7.0,nm0005789,"nm0001229,nm0000064",Western
tt0030396,1938,6.9,nm0419265,"nm0000020,nm0505249","Comedy,Crime,Mystery"
tt0031043,1939,6.6,nm0886754,"nm0832011,nm0001682","Comedy,Romance"
tt6422938,2017,6.7,nm0847749,"nm0001729,nm0999075","Action,Adventure"
tt0120595,1998,5.8,nm0004306,"nm0001682,nm0000342","Adventure,Comedy,Drama"
tt0910993,2008,4.0,nm0762688,"nm0510630,nm0184392,nm0000997,nm1019725","Action,Drama,Family"
tt0068552,1972,4.5,nm0765430,nm0454171,Drama
tt0033741,1941,6.3,nm0500552,"nm0001537,nm0000034,nm0606998,nm0002046",Drama
tt0035195,1942,6.7,nm0782597,"nm0000078,nm0000068,nm0186600",Drama
tt0045758,1953,5.6,nm0000040,"nm0798826,nm0363780,nm0005196,nm0170039","Drama,Thriller,War"
tt0041503,1949,7.1,nm0523893,"nm0002046,nm0002013","Crime,Drama"
tt0026338,1935,6.4,nm0281808,"nm0000020,nm0001948,nm0838843","Comedy,Romance"
tt0284490,2002,5.5,nm0223359,"nm0000134,nm0000552","Action,Comedy,Crime"
tt0095082,1988,7.3,nm0000626,"nm0000131,nm0416378,nm0503627,nm0000502","Drama,History,Sport"
tt0056406,1962,7.9,nm0625680,"nm0000063,nm0001276,nm0001682","Drama,Sport"
tt4649416,2016,6.1,nm0847859,"nm0004898,nm0000418","Comedy,Drama"
tt1511425,2011,4.4,nm1401177,"nm1169428,nm2464599",Comedy
tt0049293,1956,7.2,nm0477702,"nm0004464,nm0374919,nm0459032","Comedy,Drama"
tt0076068,1977,5.9,nm0081217,"nm0659461,nm0162948,nm0148840","Mystery,Thriller"
tt0473267,2008,5.4,nm0617130,nm0039162,"Drama,Horror,Mystery"
tt4129870,2016,5.7,nm2559080,"nm6891629,nm0058581,nm0553440","Crime,Drama"
tt0039402,1947,6.5,"nm0273477,nm0000406","nm0000020,nm0000784,nm0619798","Drama,History"
tt0039409,1946,6.5,nm0920074,"nm0001229,nm0749476,nm0871287","Drama,History"
tt0053453,1959,6.2,nm0663577,"nm0000053,nm0581282,nm0215260","Romance,Western"
tt0054102,1960,6.6,"nm0049307,nm0742341","nm0926183,nm0604711,nm0000393","Crime,Drama"
tt0259711,2001,6.9,nm0001081,"nm0000129,nm0000621","Fantasy,Mystery,Romance"
tt0091972,1986,5.3,nm0152466,"nm0000616,nm0513731,nm0000855","Drama,Thriller"
tt0052190,1958,6.9,nm0550892,"nm0001229,nm0000558,nm0789485",Western
tt0110392,1994,5.1,nm0367283,"nm0000616,nm0000388","Crime,Drama,Mystery"
tt0037576,1945,6.4,nm0498174,"nm0001452,nm0000068,nm0654239","Adventure,Drama"
tt0104265,1992,5.8,nm0423333,"nm0000152,nm0000616","Drama,Thriller"
tt0048289,1955,6.4,nm0507390,"nm0000068,nm0027566",Western
tt0069251,1973,6.4,nm0894577,"nm0000989,nm0000020,nm0001958,nm0634159",Thriller
tt0077890,1978,5.7,nm0149548,"nm0000071,nm0001682,nm0731490","Drama,Family"
tt0045592,1953,7.0,nm0485943,"nm0640307,nm0001695","Comedy,Romance"
tt0047528,1954,8.1,nm0000019,"nm0000063,nm0000865,nm0798570",Drama
tt0087233,1984,6.5,nm0343260,"nm0000134,nm0000172","Drama,Romance"
tt1783732,2012,6.4,nm0181741,"nm3311695,nm2373827,nm0316079,nm0000317","Comedy,Horror,Sci-Fi"
tt0116225,1996,5.7,nm0000118,"nm0000621,nm0000114,nm0005078,nm0001228","Action,Adventure,Sci-Fi"
tt1336624,2009,5.7,nm0104312,"nm0000616,nm0726223",Thriller
tt0067146,1971,6.0,nm0502639,"nm0000053,nm0001821,nm0076252",Drama
tt0078035,1977,6.8,nm0334353,"nm0000996,nm0071345,nm0525403","Drama,Sport"
tt0009611,1918,6.9,nm0000122,"nm1175053,nm0000122,nm0152260,nm0881022,nm0074788,nm0934232,nm0042317,nm0933531,nm0021147","Comedy,War"
tt0090967,1986,7.8,nm0000464,"nm0001823,nm0527099,nm0000905","Comedy,Crime,Drama"
tt0059661,1965,6.3,nm0447944,"nm0001229,nm0000020","Comedy,Western"
tt0094226,1987,7.9,nm0000361,"nm0000126,nm0000125,nm0000134,nm0001747","Crime,Drama,Thriller"
tt0033396,1941,6.4,nm0006276,"nm0001078,nm0002046",Music
tt0092084,1986,6.2,nm0293197,"nm0000053,nm0000979,nm0101777",Drama
tt0146316,2001,5.8,nm0922346,"nm0000685,nm0322513,nm0852965","Action,Adventure,Fantasy"
tt0119229,1997,7.4,nm0000786,"nm0000131,nm0000101","Action,Comedy,Crime"
tt0038284,1946,6.4,nm0547446,"nm0000068,nm0118000","Romance,Western"
tt0098230,1989,4.4,"nm0751567,nm0339264","nm0001507,nm0000616,nm0001019",Comedy
tt4530884,2015,5.2,nm5189759,"nm0571630,nm0389527","Horror,Thriller"
tt0105001,1992,5.8,nm0005563,"nm0000134,nm0331054,nm0454418","Comedy,Crime,Drama"
tt0985694,2010,6.6,"nm0542450,nm0001675","nm0001803,nm0000134","Action,Crime,Thriller"
tt0486674,2008,5.7,nm0001469,"nm0000134,nm0001806,nm0001804,nm0000576","Comedy,Drama"
tt0070212,1973,7.4,nm0001239,"nm0001511,nm0545298,nm0752813,nm0000313",Drama
tt0070215,1973,7.5,nm0884547,"nm0001352,nm0000020,nm0552483,nm0035866","Comedy,Western"
tt0772175,2014,7.5,nm2163006,"nm0004149,nm1104232,nm0563687","Action,Thriller"
tt0032983,1940,6.7,nm0000485,"nm0001017,nm0000020,nm0178114,nm0401434","Crime,History,Western"
tt0448090,2005,5.4,nm0807563,nm0203508,"Adventure,Animation,Comedy"
tt4076980,2015,4.5,nm0004784,"nm0111730,nm0001001,nm0164929,nm0001143","Action,Comedy,Thriller"
tt0049406,1956,8.0,nm0000040,"nm0001330,nm0250436,nm0282435","Crime,Drama"
tt0042343,1950,6.9,nm0505610,"nm0001229,nm0002024,nm0593612","Action,Crime,Drama"
tt0044977,1952,7.3,nm0147265,"nm0609748,nm0670964,nm0051086,nm0893834",Drama
tt0041610,1949,6.9,"nm0800373,nm0550892","nm0001229,nm0949574,nm0697733","Adventure,Crime,Western"
tt0074899,1976,6.8,nm0806915,"nm0000032,nm0000020,nm0000336,nm0001229","Action,Drama,History"
tt0074896,1976,8.2,nm0002160,"nm0000063,nm0030516,nm0782885","Adventure,Drama"
tt0080868,1980,6.3,nm0001001,"nm0001001,nm0897160,nm0341055",Drama
tt0025969,1934,5.3,nm0102908,"nm0571186,nm0000078,nm0371025,nm0926103,nm0134831","Romance,Western"
tt0029034,1937,5.8,nm0523893,"nm0000078,nm0054036,nm0111226","Action,Drama,Romance"
tt0028785,1937,7.1,"nm0416258,nm0853028","nm0126049,nm0122470,nm0885628","Action,Comedy,Crime"
tt0052046,1958,7.7,nm0006249,"nm0149831,nm0052332,nm0060610",Comedy
tt0020320,1929,7.0,nm0006276,"nm0228715,nm0551222,nm0716501","Adventure,Drama,Western"
tt0104452,1992,6.1,nm0000568,nm0000188,"Comedy,Romance"
tt0120417,1998,5.8,nm0759574,"nm0001759,nm0001572,nm0818880",Drama
tt0039312,1947,6.0,"nm0767701,nm0176699,nm0002030,nm0503777","nm0000053,nm0366489,nm0030194","Drama,Romance,War"
tt0082969,1981,6.8,nm0279926,"nm0000616,nm0001731,nm0761836",Drama
tt0041179,1949,5.7,nm0524995,"nm0001682,nm0593775,nm0642671","Action,Drama,Romance"
tt0756729,2007,6.1,nm0925234,"nm0000604,nm0765597","Comedy,Drama"
tt0084783,1982,6.6,nm0006853,"nm0000369,nm0582773,nm0571853",Drama
tt0084784,1982,6.3,nm0588553,"nm0001136,nm0005078,nm0000053,nm0000640",Drama
tt0216207,1999,5.6,nm0795961,"nm0788141,nm0872823,nm0808538,nm0624242","Comedy,Drama"
tt0089092,1985,6.9,nm0000583,"nm0000598,nm0001283,nm0001397,nm0546172","Action,Adventure,Drama"
tt5848714,2017,4.5,nm1914394,"nm1839980,nm0001136,nm1551922","Crime,Drama,Thriller"
tt0090713,1986,6.0,nm0006854,"nm0000245,nm0000621","Comedy,Drama,Sport"
tt0407095,2005,6.3,nm0914534,nm0001018,Drama
tt0029593,1937,6.9,nm0368871,"nm0000011,nm0706368,nm0928295","Action,Adventure"
tt0194946,1999,8.0,nm0341021,"nm0344435,nm0512305,nm0298089","Adventure,Drama,War"
tt0194947,1998,8.2,nm0341021,"nm0344435,nm0512305,nm0493200,nm0573862","Adventure,Drama,War"
tt0194948,1999,8.1,nm0341021,"nm0795344,nm0344435,nm0512305,nm0792029,nm0922335","Adventure,Drama,War"
tt0033873,1941,7.4,nm0000485,"nm0682074,nm0001695,nm0001017","Drama,Thriller,War"
tt0033871,1941,6.0,nm0041678,"nm0000078,nm0254818,nm0285922","Comedy,Crime,Drama"
tt0070679,1973,6.0,nm0347086,"nm0745780,nm0277975","Action,Adventure,Crime"
tt6628394,2018,7.5,nm1206844,"nm0000313,nm0358316","Mystery,Thriller"
tt0076636,1977,6.2,nm0326360,"nm0001719,nm0000961,nm0001847,nm0000020","Action,Crime,Drama"
tt0063599,1968,7.2,nm0027183,"nm0000063,nm0000059,nm0921459,nm0418148",Drama
tt0029924,1938,5.8,nm0226189,"nm0000020,nm0140504,nm0356568","Drama,Romance,War"
tt0045720,1953,5.7,nm0337586,"nm0105462,nm0291821","Drama,Music"
tt0053244,1960,7.1,nm0712947,"nm0000063,nm0321407,nm0000564","Adventure,Crime,Drama"
tt1447479,2010,6.1,nm0268051,nm0427503,"Crime,Drama,Romance"
tt2375664,2013,6.2,nm0800533,nm0948272,Drama
tt0103997,1992,5.8,nm0908890,"nm0001505,nm0503627,nm0001679","Comedy,Sport"
tt0113443,1996,7.1,nm0459170,"nm0000616,nm0002129,nm0001117",Drama
tt2729818,2013,7.0,nm0794971,"nm2249544,nm0430074,nm1316418",Drama
tt0057262,1963,6.0,nm0842582,"nm0001229,nm0000964,nm0001544","Comedy,Romance"
tt0026942,1935,7.1,nm0782682,"nm0000001,nm0000068","Comedy,Romance"
tt0049934,1956,6.8,nm0896542,"nm0000020,nm0002072,nm0002094","Drama,Romance,War"
tt0421057,2005,6.7,nm0000837,"nm0001133,nm0000418,nm0005148,nm0001644",Drama
tt0790756,2006,4.4,nm0465462,nm1029964,Thriller
tt0120070,1998,7.3,nm0031342,"nm0000598,nm0738399,nm0287720","Drama,War"
tt0326901,2003,5.5,nm0225416,"nm0000418,nm0323187","Comedy,Drama"
tt0057999,1964,7.2,nm0542720,"nm0001229,nm0026295","Comedy,Family"
tt0127914,1999,6.1,nm0865358,"nm0001872,nm0357979,nm0455731,nm0270139",Comedy
tt0163147,1997,6.2,nm0433588,"nm0797614,nm0797612,nm0959963,nm0348276",Comedy
tt0035800,1943,6.6,"nm0782682,nm0258015","nm0000064,nm0001229,nm0118000","Adventure,Drama,War"
tt0038984,1946,7.4,nm0076779,"nm0001229,nm0163816,nm0000974",Drama
tt0107451,1993,5.1,nm0192890,"nm0001475,nm0000616,nm0002057",Thriller
tt0030973,1938,7.1,nm0332539,"nm0001647,nm0178114",Drama
tt0091449,1986,6.8,nm0367358,nm0433986,"Family,Fantasy"
tt0101889,1991,7.6,nm0000416,"nm0000313,nm0000245,nm0117035,nm3051240","Comedy,Drama,Fantasy"
tt1285309,2009,6.5,nm0097517,"nm0000141,nm2618951",Drama
tt0110997,1994,6.3,nm0000436,"nm0000102,nm0000657,nm0001515","Adventure,Crime,Thriller"
tt0029664,1937,6.4,nm0337586,"nm0001682,nm0807580","Comedy,Drama,Music"
tt0059076,1965,5.3,nm0789033,"nm0002046,nm0048468","Drama,Horror,Mystery"
tt0029662,1937,6.7,nm0782682,"nm0001791,nm0572142,nm0002046","Crime,Drama,History"
tt0120915,1999,6.5,nm0000184,"nm0000191,nm0000553,nm0005157","Action,Adventure,Fantasy"
tt0435761,2010,8.3,nm0881279,"nm0000158,nm0000741,nm0000885","Adventure,Animation,Comedy"
tt0103924,1992,5.7,nm0248054,"nm0000621,nm0001737,nm0758436","Adventure,Comedy"
tt0039152,1947,7.0,nm0335455,"nm0000078,nm0002503,nm0127677","Romance,Western"
tt0203019,2000,7.2,nm0863387,"nm0000421,nm0000134",Drama
tt0070287,1973,6.4,nm0425593,"nm0000313,nm0000885","Drama,Sport"
tt0023028,1932,6.6,nm0782682,"nm0000026,nm0000068,nm0940589","Drama,Romance"
tt2172402,2016,4.8,nm2572585,nm0000616,"Drama,Music,Romance"
tt0234215,2003,7.2,"nm0905152,nm0905154","nm0000206,nm0000401,nm0915989","Action,Sci-Fi"
tt0075654,1977,7.4,nm0950001,"nm0024350,nm0798534,nm0000885","Adventure,Drama"
tt0069765,1973,7.0,nm0359386,"nm0605363,nm0000134,nm0306696,nm0287999","Drama,Sport"
tt0032206,1940,6.8,nm0782707,"nm0832011,nm0001682","Comedy,Family,Romance"
tt0040499,1948,7.3,nm0934827,nm0599910,Comedy
tt0043914,1951,6.8,nm0836328,"nm0000075,nm0002285,nm0388303","Crime,Drama"
tt0064259,1969,7.3,nm0542702,"nm0000063,nm0505249",Drama
tt0038129,1946,6.3,nm0936252,"nm0056719,nm0001175,nm0585481","Drama,Fantasy,Horror"
tt0038120,1945,7.4,nm0920074,"nm0580565,nm0000053,nm0824543,nm0144082","Drama,War"
tt1781775,2011,4.5,nm0346841,"nm0000598,nm1483372,nm1736524","Horror,Thriller"
tt0780511,2009,7.1,nm0428600,"nm0000134,nm0005377","Adventure,Drama"
tt0039294,1947,6.7,nm0695937,"nm0000763,nm0000020","Drama,Romance"
tt4685554,2016,6.6,nm6230142,"nm1462031,nm0048389","Adventure,Animation,Comedy"
tt5339418,2017,6.1,nm4441258,"nm1640566,nm1693089,nm6579009","Horror,Thriller"
tt0073752,1975,6.2,nm0572132,"nm0000978,nm0805177,nm0573401,nm0667133","Family,Sci-Fi"
tt0245429,2001,8.6,"nm0594503,nm0936374",nm0997115,"Adventure,Animation,Family"
tt1909827,2012,7.5,nm4432129,"nm0441085,nm3746014","Drama,Thriller"
tt0174741,1999,4.0,nm0504495,"nm0000616,nm0694112,nm0001367",Action
tt0204741,1999,7.2,nm0300210,"nm0527002,nm0130423",Drama
tt0057007,1963,6.9,nm0000406,"nm0000078,nm0001511,nm0912001","Adventure,Comedy,Romance"
tt0116153,1996,4.5,"nm6544018,nm0576454","nm0576454,nm0019448",Drama
tt0085791,1983,7.1,nm0373612,"nm0000053,nm0000652,nm0450130,nm0000655","Crime,Drama,Thriller"
tt0085794,1982,7.8,nm0000217,"nm0000134,nm0001471","Comedy,Crime,Drama"
tt0030240,1938,6.1,nm0547446,"nm0641454,nm0001682,nm0053616","Comedy,Romance"
tt1540128,2012,5.7,nm0610831,"nm0124930,nm0000598,nm3470683","Comedy,Romance,Sport"
tt0076628,1978,6.5,nm0148970,nm0093678,Drama
tt1753383,2017,7.0,nm0002120,"nm1265802,nm0000598,nm7291339","Adventure,Comedy,Drama"
tt1586265,2012,5.7,nm0428600,"nm1285162,nm1733365,nm0000598","Comedy,Drama,Romance"
tt0464118,2007,4.1,nm1328232,"nm0000800,nm0067768,nm0498457,nm0294322","Action,Drama,Thriller"
tt0036579,1944,6.3,nm0595804,"nm0001695,nm0516876","Crime,Drama,Romance"
tt0024500,1933,5.5,nm0102908,"nm0174692,nm0000078,nm0852365,nm0371025,nm0820607","Music,Romance,Western"
tt0075414,1973,6.0,nm0712947,"nm0090676,nm0268352,nm0279438",Drama
tt0265029,2001,5.7,nm0005387,"nm0000131,nm0000345","Comedy,Romance"
tt0082220,1981,6.9,nm0664852,"nm0000313,nm0001334","Crime,Drama,Mystery"
tt3725224,2014,6.4,nm0751221,"nm0199823,nm0326988,nm4051069",Family
tt0045899,1953,6.7,nm0918659,"nm0640307,nm0027323","Comedy,Romance"
tt0207036,2000,5.1,nm0001942,"nm0338614,nm0000454,nm0000514,nm0000616","Crime,Drama,Thriller"
tt0056085,1962,7.1,"nm0000406,nm0861703,nm0550892,nm0368871","nm0000071,nm0000078,nm0000060,nm0000020",Western
tt0212974,2000,6.5,nm0365615,"nm0274298,nm0888321","Drama,Music"
tt0025440,1934,5.6,nm0102908,"nm0210016,nm0000078,nm0371025,nm0926103,nm0134831,nm0662219","Romance,Western"
tt0053290,1959,6.2,nm0896542,"nm0000989,nm0001695","Drama,History,Romance"
tt0100442,1990,6.5,nm0001486,"nm0000560,nm0000459,nm0000800,nm0641929","Crime,Drama,Thriller"
tt0036431,1943,7.6,nm0719756,"nm0001452,nm0001695,nm0805790","Drama,War"
tt0037522,1945,6.7,nm0229424,"nm0000078,nm0000063","Drama,War"
tt0108026,1993,7.2,nm0006853,"nm0000418,nm0000369,nm0043173",Drama
